customer_id,total_previous_invoices,previous_paid_invoices,previous_late_invoices,previous_unresolved_invoices,avg_payment_delay_days,disputes_count,reminders_sent,reminders_responded,previous_payment_failures,invoice_amount,days_overdue,recovered
CUST_02390,14,6,6,2,22.5,3,2,2,3,50000,58,0
CUST_02391,26,11,12,3,17.4,4,2,2,4,10000,24,0
CUST_02392,10,4,5,1,20.9,5,1,1,1,25000,49,0
CUST_02393,18,1,5,12,22.8,3,4,4,4,25000,0,0
CUST_02394,8,1,2,5,24.1,4,5,5,4,100000,6,0
CUST_02395,22,15,4,3,13.7,4,0,0,1,100000,24,0
CUST_02396,9,6,2,1,8.0,1,3,1,0,10000,31,0
CUST_02397,12,5,7,0,22.6,3,3,1,3,250000,53,0
CUST_02398,30,19,1,10,29.0,4,3,2,5,500000,55,0
CUST_02399,12,5,1,6,18.8,1,1,0,4,50000,37,0
CUST_02400,20,8,4,8,21.4,3,0,0,5,75000,21,0
CUST_02401,23,1,9,13,9.1,2,2,0,0,10000,11,0
CUST_02402,12,4,3,5,8.6,0,4,4,3,25000,24,0
CUST_02403,8,4,0,4,24.5,0,0,0,4,10000,17,0
CUST_02404,6,5,1,0,8.0,1,5,3,1,250000,27,1
CUST_02405,18,16,0,2,19.6,5,0,0,1,10000,0,1
CUST_02406,16,10,1,5,10.3,2,5,0,5,250000,58,0
CUST_02407,26,11,9,6,25.0,0,1,1,4,500000,34,0
CUST_02408,5,2,1,2,13.5,5,2,2,3,50000,6,0
CUST_02409,23,3,7,13,22.9,1,4,0,3,75000,54,0
CUST_02410,29,10,11,8,6.9,2,0,0,0,25000,1,1
CUST_02411,16,3,2,11,14.3,1,4,1,5,25000,1,0
CUST_02412,24,2,16,6,11.3,5,3,2,4,250000,25,0
CUST_02413,20,13,2,5,26.8,0,3,1,2,10000,14,1
CUST_02414,26,7,19,0,28.1,5,2,0,1,100000,18,0
CUST_02415,28,12,8,8,11.5,0,4,2,5,500000,4,0
CUST_02416,21,5,6,10,1.0,0,1,1,2,250000,7,0
CUST_02417,22,4,10,8,22.9,0,5,2,5,250000,55,0
CUST_02418,25,15,7,3,19.3,0,4,3,2,250000,15,1
CUST_02419,16,7,5,4,10.7,4,1,0,1,500000,1,0
CUST_02420,5,4,0,1,14.8,4,1,1,4,250000,23,0
CUST_02421,13,6,6,1,24.6,4,1,0,1,500000,51,0
CUST_02422,28,5,0,23,21.1,3,2,1,3,50000,55,0
CUST_02423,23,7,10,6,14.2,5,4,0,4,50000,45,0
CUST_02424,23,11,4,8,21.1,4,4,0,3,50000,34,0
CUST_02425,13,1,2,10,19.0,1,2,2,1,250000,58,0
CUST_02426,29,0,23,6,17.0,2,1,1,1,50000,47,0
CUST_02427,29,18,1,10,14.5,3,3,3,5,50000,29,0
CUST_02428,24,11,3,10,26.7,1,5,3,3,75000,12,0
CUST_02429,24,14,8,2,27.0,2,0,0,1,10000,36,0
CUST_02430,6,6,0,0,24.9,0,2,2,1,25000,47,0
CUST_02431,10,6,0,4,20.5,0,1,0,5,10000,41,0
CUST_02432,27,5,15,7,13.0,5,2,1,2,75000,23,0
CUST_02433,14,3,8,3,14.8,0,0,0,4,250000,57,0
CUST_02434,10,6,3,1,15.2,5,0,0,1,100000,48,0
CUST_02435,25,13,11,1,0.4,2,3,0,5,10000,59,0
CUST_02436,16,7,7,2,19.9,4,0,0,0,10000,21,0
CUST_02437,5,1,4,0,7.3,2,0,0,3,100000,11,0
CUST_02438,6,1,5,0,20.1,3,1,0,3,50000,20,0
CUST_02439,14,11,0,3,29.3,5,1,0,5,250000,36,0
CUST_02440,18,9,4,5,8.7,4,5,0,1,50000,56,0
CUST_02441,16,16,0,0,7.8,3,1,0,2,100000,7,1
CUST_02442,21,6,1,14,25.3,4,0,0,3,25000,44,0
CUST_02443,14,3,4,7,4.7,5,1,0,2,75000,25,0
CUST_02444,23,2,18,3,28.7,1,3,0,3,75000,19,0
CUST_02445,7,0,2,5,24.5,2,0,0,3,250000,17,0
CUST_02446,7,6,0,1,11.5,1,3,3,0,250000,49,1
CUST_02447,18,14,4,0,18.8,1,0,0,2,250000,6,1
CUST_02448,20,3,7,10,2.9,3,2,1,2,50000,1,0
CUST_02449,24,18,6,0,28.6,3,1,0,0,50000,2,0
CUST_02450,16,13,0,3,16.2,4,1,0,0,25000,14,0
CUST_02451,18,17,0,1,23.8,5,0,0,4,500000,37,0
CUST_02452,23,20,1,2,13.7,1,2,0,3,50000,47,0
CUST_02453,12,4,7,1,25.5,5,3,0,2,50000,28,0
CUST_02454,14,6,2,6,8.5,4,1,1,4,75000,45,0
CUST_02455,29,25,4,0,11.8,2,1,0,2,75000,22,1
CUST_02456,17,7,7,3,28.9,3,1,1,0,500000,28,0
CUST_02457,27,27,0,0,11.6,5,1,1,4,500000,4,1
CUST_02458,8,2,3,3,11.4,0,3,2,5,25000,23,0
CUST_02459,8,5,3,0,27.6,2,0,0,1,50000,12,0
CUST_02460,11,4,3,4,26.0,1,1,1,5,500000,6,0
CUST_02461,12,3,3,6,20.0,5,0,0,4,75000,16,0
CUST_02462,24,2,8,14,18.4,0,4,0,5,75000,37,0
CUST_02463,18,6,3,9,19.8,3,3,3,0,500000,8,0
CUST_02464,6,0,2,4,11.7,2,2,1,0,25000,8,0
CUST_02465,8,6,0,2,8.6,5,5,0,2,25000,11,0
CUST_02466,7,5,0,2,3.9,1,2,1,3,250000,21,1
CUST_02467,20,4,15,1,13.6,1,5,5,5,250000,20,0
CUST_02468,30,28,1,1,1.8,2,1,0,4,250000,18,0
CUST_02469,26,11,0,15,8.2,4,0,0,4,25000,60,0
CUST_02470,6,4,0,2,23.7,2,2,0,0,50000,33,0
CUST_02471,11,10,1,0,27.5,1,3,1,0,25000,25,0
CUST_02472,13,8,0,5,20.0,3,5,0,4,25000,50,0
CUST_02473,21,8,8,5,8.1,2,4,4,5,250000,7,0
CUST_02474,23,11,8,4,28.8,3,2,0,4,50000,5,0
CUST_02475,24,11,1,12,12.6,2,1,0,0,500000,22,0
CUST_02476,23,14,4,5,12.5,4,1,1,5,75000,16,0
CUST_02477,12,1,5,6,19.2,5,4,1,5,75000,36,0
CUST_02478,30,24,3,3,19.7,2,0,0,3,50000,52,0
CUST_02479,7,7,0,0,10.8,3,4,4,3,50000,55,1
CUST_02480,19,8,6,5,4.5,3,5,4,2,50000,19,0
CUST_02481,8,1,6,1,16.8,3,3,1,3,50000,10,0
CUST_02482,14,6,7,1,0.8,1,3,0,2,10000,55,0
CUST_02483,27,23,1,3,5.2,3,3,1,0,25000,33,0
CUST_02484,19,5,2,12,22.6,5,2,0,0,250000,49,0
CUST_02485,19,10,3,6,8.7,2,3,0,1,25000,4,0
CUST_02486,7,7,0,0,29.8,5,2,1,2,500000,44,0
CUST_02487,26,22,4,0,6.8,3,0,0,1,10000,39,0
CUST_02488,8,6,1,1,20.6,4,1,0,1,50000,54,0
CUST_02489,30,0,5,25,16.4,3,5,5,0,500000,40,0
CUST_02490,29,29,0,0,5.6,2,1,1,0,75000,28,1
CUST_02491,29,23,5,1,2.7,4,2,1,0,100000,55,0
CUST_02492,11,8,1,2,19.4,3,1,0,3,10000,45,0
CUST_02493,20,19,0,1,3.9,0,4,4,2,75000,10,1
CUST_02494,17,16,1,0,15.0,5,4,3,1,10000,49,1
CUST_02495,8,6,0,2,3.7,2,2,0,1,100000,27,0
CUST_02496,18,9,9,0,2.4,0,0,0,0,250000,50,1
CUST_02497,21,6,1,14,4.7,5,0,0,4,100000,56,0
CUST_02498,6,0,0,6,0.5,0,3,3,0,500000,32,0
CUST_02499,26,2,2,22,21.3,0,0,0,5,75000,15,0
CUST_02500,29,25,1,3,12.2,5,1,1,2,250000,0,0
CUST_02501,24,14,6,4,1.8,1,5,5,5,100000,28,1
CUST_02502,17,8,7,2,26.3,5,2,2,1,10000,8,0
CUST_02503,15,1,0,14,12.5,3,5,3,0,75000,1,1
CUST_02504,8,3,4,1,18.1,3,3,2,0,50000,60,0
CUST_02505,10,2,4,4,7.4,0,5,3,0,75000,36,0
CUST_02506,15,13,1,1,18.1,5,3,0,4,50000,34,0
CUST_02507,14,10,4,0,16.0,1,4,1,5,25000,25,0
CUST_02508,29,14,1,14,15.4,3,3,0,3,50000,54,0
CUST_02509,24,14,4,6,23.3,0,1,0,5,75000,54,0
CUST_02510,26,14,2,10,14.9,0,0,0,3,10000,50,0
CUST_02511,18,14,0,4,27.7,0,1,0,3,25000,58,0
CUST_02512,27,13,0,14,16.1,5,3,2,0,50000,45,0
CUST_02513,19,3,11,5,4.7,3,2,0,5,75000,15,0
CUST_02514,28,17,9,2,20.4,0,3,3,0,50000,14,1
CUST_02515,26,7,9,10,24.0,1,5,3,4,500000,5,0
CUST_02516,22,16,4,2,21.5,0,1,0,0,10000,26,0
CUST_02517,25,7,9,9,1.8,1,0,0,1,75000,35,0
CUST_02518,10,10,0,0,13.4,1,2,2,1,25000,11,1
CUST_02519,25,1,10,14,9.5,2,5,4,0,50000,11,0
CUST_02520,9,9,0,0,25.4,0,1,0,0,500000,23,0
CUST_02521,29,23,0,6,22.6,5,4,4,1,100000,60,0
CUST_02522,9,8,1,0,17.1,4,5,1,4,10000,9,0
CUST_02523,15,15,0,0,11.8,3,4,4,5,25000,16,0
CUST_02524,5,0,5,0,23.2,2,1,0,1,500000,23,0
CUST_02525,24,9,0,15,20.3,2,5,4,3,50000,51,0
CUST_02526,15,13,0,2,8.6,4,2,2,5,75000,33,0
CUST_02527,27,16,2,9,14.0,3,5,1,0,25000,42,0
CUST_02528,29,8,0,21,1.0,0,0,0,2,50000,1,0
CUST_02529,27,11,0,16,2.1,0,1,1,5,500000,13,1
CUST_02530,19,16,2,1,17.7,0,2,2,5,25000,36,0
CUST_02531,23,20,3,0,21.6,0,2,2,3,250000,55,1
CUST_02532,26,20,4,2,7.2,4,4,1,0,75000,40,0
CUST_02533,28,23,5,0,10.6,1,1,1,0,250000,55,1
CUST_02534,7,2,2,3,0.5,5,4,2,3,25000,28,0
CUST_02535,26,25,0,1,17.5,3,3,3,3,50000,0,1
CUST_02536,28,5,7,16,26.6,2,5,2,0,75000,36,0
CUST_02537,10,6,2,2,0.1,0,3,0,2,75000,11,1
CUST_02538,23,20,1,2,0.8,1,0,0,3,100000,58,1
CUST_02539,29,11,13,5,16.9,2,5,5,4,75000,7,0
CUST_02540,13,3,7,3,28.2,1,5,1,4,75000,14,0
CUST_02541,10,0,1,9,0.1,3,3,1,2,100000,55,0
CUST_02542,24,6,15,3,24.8,3,3,1,1,500000,59,0
CUST_02543,14,4,3,7,15.6,1,2,0,5,50000,0,0
CUST_02544,15,15,0,0,20.8,0,1,0,1,50000,9,0
CUST_02545,28,2,23,3,27.4,5,1,1,2,50000,14,0
CUST_02546,26,4,17,5,12.2,3,5,5,5,10000,7,0
CUST_02547,28,12,7,9,1.3,0,0,0,2,50000,2,1
CUST_02548,11,10,1,0,28.8,1,1,1,4,500000,60,0
CUST_02549,25,1,17,7,2.1,1,2,0,4,500000,11,0
CUST_02550,9,4,2,3,9.3,2,2,1,4,100000,24,0
CUST_02551,8,4,0,4,0.9,5,2,2,1,25000,47,0
CUST_02552,9,9,0,0,0.9,3,1,0,4,25000,36,0
CUST_02553,9,9,0,0,26.0,1,5,3,4,50000,56,0
CUST_02554,16,4,4,8,20.7,0,5,5,1,75000,17,0
CUST_02555,24,11,9,4,1.4,5,2,1,1,500000,55,0
CUST_02556,20,20,0,0,22.2,4,3,0,1,500000,5,0
CUST_02557,7,4,1,2,29.5,4,2,1,2,25000,0,0
CUST_02558,28,21,3,4,15.3,0,0,0,0,250000,20,1
CUST_02559,24,3,13,8,19.2,3,3,3,5,50000,49,0
CUST_02560,13,0,13,0,0.6,5,5,2,2,100000,27,0
CUST_02561,18,0,5,13,13.4,5,5,4,5,50000,35,0
CUST_02562,23,8,2,13,10.3,3,1,1,2,50000,51,0
CUST_02563,14,2,3,9,22.3,5,1,1,2,100000,40,0
CUST_02564,28,19,9,0,1.2,4,5,2,0,25000,19,1
CUST_02565,15,6,3,6,9.8,4,4,3,1,10000,13,0
CUST_02566,15,14,0,1,15.6,2,1,0,3,25000,36,0
CUST_02567,23,0,19,4,7.3,4,4,3,3,25000,17,0
CUST_02568,7,4,2,1,16.5,5,0,0,4,25000,29,0
CUST_02569,21,14,5,2,22.6,0,2,0,5,50000,18,0
CUST_02570,13,12,1,0,9.5,3,1,0,2,10000,21,0
CUST_02571,21,10,3,8,9.7,1,0,0,5,50000,35,0
CUST_02572,22,17,2,3,14.0,3,4,1,2,10000,49,0
CUST_02573,11,0,11,0,6.8,2,3,2,1,25000,44,0
CUST_02574,8,6,2,0,28.1,0,5,5,0,75000,60,0
CUST_02575,21,13,4,4,29.7,2,0,0,3,100000,32,0
CUST_02576,22,3,18,1,12.8,4,0,0,3,500000,42,0
CUST_02577,27,5,19,3,29.5,2,3,1,4,500000,31,0
CUST_02578,21,21,0,0,15.8,2,0,0,5,250000,42,0
CUST_02579,17,1,2,14,4.0,4,0,0,4,100000,42,0
CUST_02580,14,12,0,2,22.6,5,0,0,5,500000,15,0
CUST_02581,19,5,1,13,0.3,5,1,1,3,75000,31,0
CUST_02582,16,8,8,0,4.7,3,4,3,0,10000,18,1
CUST_02583,27,12,6,9,15.6,0,4,2,4,250000,57,0
CUST_02584,12,1,6,5,20.3,2,1,1,4,100000,45,0
CUST_02585,18,6,1,11,11.5,5,2,0,0,25000,57,0
CUST_02586,15,10,3,2,17.8,4,5,5,4,10000,15,0
CUST_02587,23,8,13,2,4.6,4,5,2,5,10000,59,0
CUST_02588,15,13,2,0,17.9,2,1,1,0,10000,14,1
CUST_02589,18,0,15,3,25.2,2,1,1,5,25000,45,0
CUST_02590,7,1,3,3,6.8,3,2,2,0,250000,3,1
CUST_02591,30,18,0,12,18.4,1,0,0,2,75000,55,0
CUST_02592,15,5,4,6,18.4,3,5,3,0,500000,3,0
CUST_02593,24,15,8,1,24.1,2,1,1,4,100000,7,0
CUST_02594,5,2,1,2,23.5,4,4,4,2,250000,1,0
CUST_02595,14,8,5,1,6.1,0,4,1,4,75000,32,0
CUST_02596,5,4,0,1,27.9,3,4,2,3,75000,32,0
CUST_02597,5,1,2,2,8.2,3,4,3,0,250000,48,0
CUST_02598,27,4,19,4,5.0,3,3,0,3,100000,55,0
CUST_02599,16,0,7,9,15.4,1,1,1,0,500000,60,0
CUST_02600,23,10,1,12,21.3,4,1,1,5,250000,23,0
CUST_02601,14,0,0,14,28.2,2,4,3,2,10000,9,0
CUST_02602,23,22,1,0,24.8,4,1,0,4,75000,58,0
CUST_02603,6,0,5,1,10.6,2,5,0,3,25000,50,0
CUST_02604,21,14,3,4,8.0,5,0,0,1,100000,32,0
CUST_02605,28,21,5,2,18.7,0,0,0,2,250000,20,1
CUST_02606,11,5,3,3,29.3,5,4,4,3,50000,21,0
CUST_02607,8,8,0,0,14.6,0,4,3,0,50000,25,1
CUST_02608,5,0,2,3,15.5,5,4,3,2,25000,30,0
CUST_02609,15,1,9,5,28.4,4,2,1,2,500000,4,0
CUST_02610,11,11,0,0,1.0,0,5,2,2,25000,35,1
CUST_02611,16,7,9,0,1.2,4,1,1,5,75000,40,0
CUST_02612,17,1,4,12,28.2,1,4,0,0,10000,57,0
CUST_02613,15,6,6,3,8.4,5,3,0,3,25000,26,0
CUST_02614,21,16,2,3,16.1,3,0,0,4,75000,33,0
CUST_02615,20,10,10,0,0.8,5,2,2,0,500000,19,1
CUST_02616,17,0,2,15,14.5,4,3,2,4,25000,56,0
CUST_02617,14,10,2,2,4.2,2,3,1,2,25000,2,1
CUST_02618,20,14,2,4,14.2,2,1,1,4,75000,49,0
CUST_02619,19,10,9,0,0.1,5,4,4,3,100000,30,0
CUST_02620,7,5,1,1,17.2,2,4,1,5,250000,20,0
CUST_02621,18,9,3,6,16.4,1,4,3,2,75000,27,1
CUST_02622,24,12,0,12,18.4,3,4,1,3,500000,35,0
CUST_02623,12,0,9,3,22.3,1,3,0,0,100000,36,0
CUST_02624,21,11,7,3,8.6,4,4,0,5,10000,1,0
CUST_02625,20,7,13,0,6.5,1,3,1,1,10000,30,1
CUST_02626,28,14,4,10,20.1,5,5,0,3,50000,15,0
CUST_02627,27,11,15,1,2.7,5,2,1,1,50000,35,0
CUST_02628,24,21,0,3,18.9,5,1,1,5,50000,13,0
CUST_02629,16,11,2,3,7.2,3,2,0,5,100000,11,0
CUST_02630,30,19,1,10,20.2,0,3,0,5,25000,50,0
CUST_02631,26,5,14,7,27.6,0,5,1,2,250000,13,0
CUST_02632,29,16,9,4,9.4,1,5,1,0,25000,48,0
CUST_02633,21,14,4,3,0.9,4,2,0,5,50000,26,0
CUST_02634,13,2,6,5,10.4,2,0,0,5,500000,2,0
CUST_02635,14,9,4,1,27.7,2,5,2,0,500000,28,0
CUST_02636,8,4,0,4,25.3,3,1,1,1,500000,15,0
CUST_02637,6,4,1,1,13.3,0,2,0,2,500000,50,0
CUST_02638,21,18,1,2,12.4,5,0,0,3,250000,14,0
CUST_02639,13,7,0,6,10.1,2,4,0,3,100000,34,0
CUST_02640,24,23,1,0,5.1,0,4,0,4,100000,53,0
CUST_02641,25,3,19,3,21.5,1,2,0,1,500000,7,0
CUST_02642,5,5,0,0,9.3,3,2,2,0,75000,42,1
CUST_02643,20,11,6,3,20.2,0,4,2,0,75000,59,0
CUST_02644,11,4,2,5,15.0,0,4,4,5,25000,46,0
CUST_02645,23,4,5,14,23.6,4,2,0,4,100000,49,0
CUST_02646,11,9,2,0,27.7,0,1,1,5,500000,60,0
CUST_02647,24,19,2,3,13.6,3,5,3,2,10000,13,0
CUST_02648,12,7,1,4,1.5,5,4,1,3,10000,59,0
CUST_02649,15,2,5,8,21.7,5,0,0,1,75000,24,0
CUST_02650,18,10,7,1,13.9,0,0,0,3,25000,28,1
CUST_02651,26,1,11,14,19.3,5,1,0,0,50000,43,0
CUST_02652,24,0,12,12,11.7,3,1,1,0,75000,12,1
CUST_02653,9,6,2,1,26.0,1,4,4,2,25000,5,1
CUST_02654,30,10,12,8,7.9,0,0,0,4,25000,55,0
CUST_02655,19,15,0,4,15.1,5,3,1,2,500000,2,0
CUST_02656,14,10,4,0,11.0,3,5,0,4,25000,11,0
CUST_02657,12,0,2,10,28.0,4,4,1,1,25000,50,0
CUST_02658,24,5,1,18,16.0,3,4,0,2,25000,58,0
CUST_02659,29,18,0,11,22.7,1,3,3,2,100000,2,1
CUST_02660,22,13,9,0,10.2,2,5,4,4,75000,6,1
CUST_02661,9,9,0,0,22.9,5,4,2,5,250000,39,0
CUST_02662,22,21,1,0,27.7,5,4,1,5,25000,41,0
CUST_02663,24,19,2,3,16.6,1,3,3,1,10000,2,1
CUST_02664,13,10,3,0,26.6,2,5,1,0,10000,47,0
CUST_02665,21,6,10,5,28.7,3,5,1,1,500000,0,0
CUST_02666,29,18,3,8,26.2,5,0,0,4,25000,37,0
CUST_02667,5,1,3,1,11.5,2,0,0,3,75000,42,0
CUST_02668,27,10,1,16,20.9,0,4,1,3,500000,60,0
CUST_02669,23,8,7,8,2.8,3,1,1,1,500000,30,0
CUST_02670,10,9,1,0,23.5,1,0,0,0,250000,7,1
CUST_02671,9,6,0,3,5.6,5,3,2,3,10000,28,0
CUST_02672,30,9,20,1,11.4,3,4,3,0,25000,26,0
CUST_02673,23,5,3,15,13.1,3,0,0,4,100000,39,0
CUST_02674,8,3,5,0,22.4,1,1,1,0,50000,23,0
CUST_02675,27,26,0,1,22.4,4,0,0,4,500000,47,0
CUST_02676,17,3,11,3,10.0,0,2,1,4,25000,39,0
CUST_02677,28,8,19,1,3.2,3,0,0,2,500000,60,0
CUST_02678,18,10,4,4,28.6,4,5,4,2,250000,11,0
CUST_02679,15,6,9,0,6.4,5,3,3,5,100000,58,0
CUST_02680,15,0,11,4,27.8,5,1,0,4,75000,58,0
CUST_02681,11,2,2,7,14.7,5,2,0,4,25000,44,0
CUST_02682,30,16,10,4,10.7,3,3,1,2,75000,18,0
CUST_02683,13,10,1,2,2.3,5,5,3,2,50000,10,0
CUST_02684,20,14,0,6,26.8,0,4,3,4,25000,21,1
CUST_02685,26,17,3,6,6.7,0,4,3,0,25000,7,1
CUST_02686,21,7,11,3,12.3,2,3,0,3,100000,56,0
CUST_02687,7,0,2,5,21.4,2,0,0,5,25000,8,0
CUST_02688,12,7,3,2,29.4,3,5,1,4,10000,57,0
CUST_02689,28,25,2,1,9.3,5,5,4,3,10000,22,0
CUST_02690,13,6,7,0,1.6,0,1,0,2,500000,25,0
CUST_02691,21,12,2,7,9.8,1,0,0,3,25000,32,0
CUST_02692,10,7,3,0,8.6,2,2,1,4,75000,2,1
CUST_02693,29,0,4,25,29.5,3,4,3,5,100000,13,0
CUST_02694,21,10,0,11,20.4,3,3,2,5,250000,46,0
CUST_02695,14,11,2,1,2.4,4,1,1,2,100000,33,0
CUST_02696,7,3,2,2,9.3,3,3,3,4,250000,45,0
CUST_02697,25,15,7,3,19.2,3,1,0,0,100000,53,0
CUST_02698,15,1,13,1,21.5,1,2,1,1,25000,1,0
CUST_02699,13,1,1,11,6.9,3,2,2,0,75000,31,0
CUST_02700,18,1,2,15,9.8,3,4,3,4,250000,14,0
CUST_02701,14,10,2,2,4.0,1,2,0,0,50000,21,0
CUST_02702,17,2,1,14,28.7,3,4,4,0,10000,54,0
CUST_02703,25,22,1,2,1.3,5,0,0,0,100000,0,1
CUST_02704,10,9,0,1,27.9,2,0,0,2,75000,5,0
CUST_02705,18,17,0,1,1.5,5,0,0,1,500000,6,1
CUST_02706,22,9,6,7,11.8,1,1,0,0,500000,57,0
CUST_02707,23,17,2,4,14.9,4,5,4,5,250000,26,0
CUST_02708,16,9,2,5,17.4,0,1,0,5,25000,57,0
CUST_02709,21,5,14,2,3.2,0,2,0,0,100000,24,0
CUST_02710,19,12,3,4,26.1,3,2,0,0,10000,12,0
CUST_02711,14,8,6,0,7.5,0,1,0,0,25000,45,0
CUST_02712,28,28,0,0,16.4,3,0,0,4,100000,46,0
CUST_02713,16,9,1,6,8.9,4,2,0,3,100000,56,0
CUST_02714,29,17,8,4,28.2,2,3,1,1,50000,37,0
CUST_02715,8,1,7,0,6.1,3,2,0,2,500000,37,0
CUST_02716,17,15,0,2,14.0,1,0,0,1,75000,12,1
CUST_02717,13,5,2,6,24.0,0,4,0,4,10000,37,0
CUST_02718,16,15,1,0,2.6,1,3,0,5,100000,11,0
CUST_02719,24,2,10,12,8.7,2,3,2,1,100000,46,0
CUST_02720,27,12,8,7,3.2,5,1,1,5,100000,40,0
CUST_02721,19,10,1,8,9.1,1,4,0,2,250000,23,0
CUST_02722,26,11,3,12,10.5,5,3,0,4,50000,44,0
CUST_02723,5,2,1,2,23.1,3,5,3,5,10000,54,0
CUST_02724,8,4,1,3,25.1,2,1,1,5,500000,31,0
CUST_02725,11,8,3,0,4.6,3,3,0,5,25000,57,0
CUST_02726,12,9,1,2,26.5,0,3,1,4,50000,1,1
CUST_02727,21,3,3,15,6.0,0,0,0,0,75000,32,0
CUST_02728,10,4,4,2,10.8,1,4,3,1,250000,46,0
CUST_02729,19,10,5,4,23.4,2,5,1,2,100000,53,0
CUST_02730,24,23,0,1,19.0,1,3,3,3,10000,50,0
CUST_02731,9,3,2,4,4.3,0,5,3,4,100000,37,0
CUST_02732,17,11,4,2,10.5,1,2,1,2,500000,55,0
CUST_02733,13,1,1,11,6.9,3,5,0,2,75000,43,0
CUST_02734,16,7,1,8,15.2,5,2,2,1,250000,11,0
CUST_02735,29,0,1,28,13.9,1,0,0,5,250000,47,0
CUST_02736,18,3,6,9,23.0,4,5,1,4,25000,18,0
CUST_02737,13,3,3,7,4.0,2,1,1,4,75000,14,0
CUST_02738,24,9,7,8,7.4,1,1,1,1,10000,22,0
CUST_02739,29,28,1,0,2.8,1,5,3,2,500000,39,1
CUST_02740,14,10,3,1,4.8,0,2,0,2,100000,29,1
CUST_02741,19,13,3,3,3.2,1,0,0,4,500000,28,0
CUST_02742,7,3,4,0,29.4,2,5,4,1,100000,4,0
CUST_02743,12,3,2,7,2.6,5,1,1,3,250000,19,0
CUST_02744,12,1,5,6,6.9,5,2,1,1,10000,49,0
CUST_02745,8,4,4,0,11.5,4,0,0,1,500000,33,0
CUST_02746,18,17,0,1,18.8,0,5,0,0,500000,37,0
CUST_02747,17,12,0,5,1.6,3,5,0,0,250000,50,0
CUST_02748,5,5,0,0,21.8,5,5,5,4,500000,10,0
CUST_02749,14,3,6,5,11.9,2,4,1,1,50000,8,0
CUST_02750,21,21,0,0,22.5,2,1,0,0,250000,42,0
CUST_02751,20,17,0,3,20.9,4,2,1,5,50000,36,0
CUST_02752,29,27,1,1,8.5,5,5,1,3,100000,29,0
CUST_02753,8,6,2,0,7.9,3,3,0,2,250000,34,0
CUST_02754,16,13,1,2,28.2,3,2,1,3,500000,24,0
CUST_02755,22,8,12,2,25.4,4,0,0,1,100000,33,0
CUST_02756,12,7,2,3,23.3,5,3,1,1,25000,16,0
CUST_02757,14,9,0,5,19.1,5,3,3,1,75000,43,0
CUST_02758,7,0,0,7,28.5,4,3,1,0,100000,13,0
CUST_02759,13,11,0,2,28.7,2,4,3,4,25000,45,0
CUST_02760,20,8,6,6,25.3,3,3,0,5,250000,34,0
CUST_02761,27,5,9,13,2.3,1,1,0,4,75000,54,0
CUST_02762,13,13,0,0,19.2,5,4,2,1,250000,11,0
CUST_02763,10,2,5,3,2.7,0,5,0,4,250000,48,0
CUST_02764,23,23,0,0,26.4,2,0,0,5,10000,6,0
CUST_02765,25,20,5,0,8.2,3,3,0,4,25000,3,0
CUST_02766,30,9,14,7,24.3,4,5,3,2,75000,60,0
CUST_02767,10,4,2,4,18.7,5,2,0,3,50000,36,0
CUST_02768,14,0,3,11,26.0,5,5,1,4,250000,35,0
CUST_02769,16,16,0,0,6.9,1,3,1,3,500000,19,0
CUST_02770,10,3,7,0,27.6,1,3,0,0,50000,43,0
CUST_02771,19,17,1,1,11.9,4,1,1,1,10000,38,0
CUST_02772,16,6,0,10,23.0,2,1,1,1,25000,26,0
CUST_02773,29,10,0,19,27.7,3,4,2,4,75000,35,0
CUST_02774,13,5,1,7,3.2,1,5,1,1,500000,56,0
CUST_02775,24,3,4,17,14.0,4,5,4,3,50000,39,0
CUST_02776,18,5,7,6,21.2,2,0,0,2,25000,20,0
CUST_02777,28,22,6,0,2.0,5,2,0,0,75000,10,0
CUST_02778,22,7,15,0,26.8,3,2,2,4,100000,42,0
CUST_02779,6,2,3,1,28.5,3,5,0,2,500000,25,0
CUST_02780,12,6,3,3,19.0,0,0,0,5,100000,48,0
CUST_02781,17,8,0,9,1.4,5,1,0,1,250000,12,0
CUST_02782,13,6,7,0,7.1,5,1,0,2,25000,59,0
CUST_02783,23,16,6,1,0.9,3,4,0,5,250000,19,0
CUST_02784,19,1,1,17,25.1,5,1,0,0,10000,18,0
CUST_02785,29,12,8,9,4.6,2,1,1,3,50000,43,0
CUST_02786,8,7,1,0,9.2,0,3,3,5,250000,20,1
CUST_02787,10,3,4,3,24.5,1,5,5,2,250000,20,0
CUST_02788,14,8,6,0,18.7,3,3,1,0,10000,32,0
CUST_02789,15,1,1,13,1.0,4,3,1,2,25000,13,1
CUST_02790,5,0,1,4,13.4,4,5,0,2,250000,9,0
CUST_02791,30,6,9,15,15.1,4,3,1,0,10000,11,0
CUST_02792,16,12,3,1,12.4,0,1,1,4,500000,18,1
CUST_02793,10,2,5,3,11.6,2,4,0,1,250000,0,0
CUST_02794,14,4,1,9,27.6,2,2,0,3,250000,59,0
CUST_02795,23,13,3,7,8.6,5,2,2,4,10000,42,0
CUST_02796,10,9,1,0,6.3,1,0,0,0,25000,42,1
CUST_02797,20,17,3,0,21.6,5,0,0,0,75000,51,0
