customer_id,total_previous_invoices,previous_paid_invoices,previous_late_invoices,previous_unresolved_invoices,avg_payment_delay_days,disputes_count,reminders_sent,reminders_responded,previous_payment_failures,previous_promises,promises_kept,promises_broken,previous_reminders_successful,customer_tenure_days,average_invoice_amount,previous_outstanding_amount,invoice_amount,days_overdue,recovered
CUST_02269,5,3,1,1,13.9,4,2,1,0,6,1,5,1,1450,500000,50000,500000,23,0
CUST_02270,26,22,3,1,2.5,0,2,1,5,0,0,0,1,1214,100000,100000,500000,23,1
CUST_02271,12,10,2,0,21.4,5,2,2,4,2,2,0,1,1434,25000,0,50000,49,0
CUST_02272,28,23,4,1,14.1,3,4,4,5,5,3,2,1,468,50000,10000,500000,22,1
CUST_02273,10,2,4,4,12.6,5,7,2,4,4,0,4,7,1194,25000,200000,500000,33,0
CUST_02274,13,6,5,2,18.0,5,6,1,4,0,0,0,0,1664,500000,200000,25000,29,0
CUST_02275,25,23,1,1,16.7,4,3,3,5,6,2,4,1,1406,50000,10000,100000,41,0
CUST_02276,26,18,3,5,18.5,2,3,0,5,5,0,5,3,1160,10000,250000,10000,46,0
CUST_02277,10,6,0,4,20.4,4,3,0,3,0,0,0,1,1219,250000,40000,75000,8,0
CUST_02278,24,20,4,0,6.0,0,6,5,5,2,0,2,0,131,250000,0,250000,24,1
CUST_02279,25,16,5,4,18.2,2,1,0,0,2,2,0,0,1680,25000,200000,25000,33,0
CUST_02280,30,28,0,2,18.0,0,8,5,3,0,0,0,5,1670,10000,100000,25000,41,1
CUST_02281,30,27,0,3,14.5,2,1,0,0,2,1,1,0,478,75000,150000,75000,21,0
CUST_02282,5,1,0,4,6.2,2,3,3,1,4,1,3,1,317,75000,200000,10000,13,1
CUST_02283,7,2,2,3,0.2,0,8,3,3,3,3,0,0,955,10000,30000,250000,22,0
CUST_02284,5,3,2,0,2.6,3,4,4,5,4,1,3,2,1371,50000,0,50000,57,0
CUST_02285,24,19,1,4,24.7,1,0,0,1,3,3,0,0,904,75000,400000,250000,14,0
CUST_02286,15,10,4,1,21.4,2,8,5,3,0,0,0,3,921,500000,50000,500000,15,0
CUST_02287,29,25,0,4,4.8,0,5,3,0,0,0,0,0,277,25000,200000,250000,36,1
CUST_02288,19,11,7,1,14.6,2,1,0,0,6,2,4,1,696,75000,100000,10000,56,0
CUST_02289,29,19,10,0,17.4,2,2,0,0,3,0,3,0,1612,75000,0,25000,32,0
CUST_02290,11,3,2,6,28.5,4,2,1,1,0,0,0,2,1733,250000,300000,250000,1,0
CUST_02291,18,14,3,1,5.5,0,1,1,2,3,1,2,1,1788,50000,100000,100000,9,1
CUST_02292,29,24,3,2,8.5,3,3,3,1,1,0,1,0,1077,10000,50000,25000,36,0
CUST_02293,30,20,8,2,10.1,5,7,0,4,4,2,2,1,108,75000,100000,75000,10,0
CUST_02294,16,6,2,8,2.0,2,1,0,5,4,1,3,1,42,75000,400000,100000,2,0
CUST_02295,30,21,5,4,2.6,4,7,2,1,1,1,0,1,901,250000,200000,75000,51,0
CUST_02296,13,10,2,1,15.2,3,8,6,4,5,4,1,3,286,250000,100000,50000,46,0
CUST_02297,13,7,0,6,26.1,0,4,2,1,5,0,5,3,561,50000,600000,25000,47,0
CUST_02298,23,14,4,5,27.2,3,3,2,0,0,0,0,0,779,100000,125000,100000,54,0
CUST_02299,10,2,1,7,15.5,3,3,0,4,1,1,0,1,539,100000,350000,50000,50,0
CUST_02300,26,26,0,0,18.6,0,6,0,1,6,4,2,4,38,500000,0,250000,27,1
CUST_02301,15,14,0,1,8.9,2,0,0,5,5,2,3,0,1397,10000,25000,10000,25,0
CUST_02302,16,16,0,0,13.7,3,2,0,5,0,0,0,1,1085,50000,0,500000,55,0
CUST_02303,20,11,5,4,29.2,0,3,1,3,5,1,4,2,568,500000,400000,75000,8,0
CUST_02304,14,5,5,4,11.2,0,8,3,3,3,0,3,7,35,25000,100000,50000,41,0
CUST_02305,20,16,1,3,0.4,1,3,2,5,1,0,1,2,179,50000,150000,500000,59,0
CUST_02306,20,14,4,2,7.3,5,3,0,3,0,0,0,3,1330,75000,200000,50000,28,0
CUST_02307,9,7,2,0,7.4,2,7,7,0,0,0,0,7,1778,25000,0,75000,37,1
CUST_02308,18,18,0,0,0.2,5,5,4,0,5,5,0,4,1195,50000,0,100000,40,0
CUST_02309,9,7,1,1,27.2,2,3,2,1,5,3,2,3,852,500000,10000,50000,3,0
CUST_02310,26,16,8,2,7.7,2,6,2,3,1,0,1,1,496,10000,20000,25000,45,0
CUST_02311,13,5,8,0,21.0,1,6,1,1,0,0,0,6,1611,25000,0,250000,42,0
CUST_02312,27,19,2,6,5.6,0,4,2,1,4,1,3,2,1796,500000,300000,10000,38,0
CUST_02313,5,0,4,1,28.5,3,1,0,1,0,0,0,0,1336,25000,10000,50000,52,0
CUST_02314,7,1,4,2,8.1,4,4,4,5,4,3,1,0,1050,75000,50000,100000,7,0
CUST_02315,7,2,4,1,7.9,1,4,4,2,6,3,3,0,1632,75000,50000,75000,57,0
CUST_02316,29,23,4,2,14.0,4,5,5,5,0,0,0,0,86,50000,100000,75000,42,0
CUST_02317,12,8,2,2,15.6,2,1,0,1,0,0,0,0,1122,25000,200000,100000,3,0
CUST_02318,6,4,2,0,21.4,4,7,5,1,5,3,2,1,1169,250000,0,500000,43,0
CUST_02319,9,4,5,0,22.2,5,6,4,1,6,5,1,5,146,250000,0,25000,16,0
CUST_02320,12,4,5,3,21.5,5,3,1,4,3,1,2,0,1794,250000,150000,100000,12,0
CUST_02321,29,24,2,3,20.0,3,0,0,3,2,2,0,0,1007,25000,300000,500000,59,0
CUST_02322,16,15,1,0,1.2,3,5,3,3,1,0,1,5,823,250000,0,75000,47,1
CUST_02323,30,27,1,2,5.8,1,4,2,0,3,1,2,3,869,50000,50000,500000,33,1
CUST_02324,10,10,0,0,6.4,2,5,0,0,2,1,1,5,574,10000,0,250000,0,1
CUST_02325,12,8,1,3,3.1,1,0,0,4,2,0,2,0,668,100000,300000,100000,34,0
CUST_02326,24,22,2,0,24.4,5,0,0,3,0,0,0,0,1201,25000,0,75000,43,0
CUST_02327,10,1,5,4,0.7,2,3,0,3,5,2,3,1,185,500000,100000,75000,10,0
CUST_02328,24,17,6,1,16.1,4,7,6,5,3,1,2,4,1125,50000,50000,250000,20,0
CUST_02329,24,16,0,8,9.6,2,6,0,5,4,4,0,4,734,50000,800000,500000,23,0
CUST_02330,28,18,8,2,28.4,3,6,0,1,2,0,2,5,1107,100000,100000,100000,19,0
CUST_02331,14,14,0,0,21.9,2,7,6,1,6,1,5,5,1630,25000,0,50000,53,0
CUST_02332,20,10,8,2,16.7,3,3,2,5,2,0,2,3,1460,75000,50000,250000,47,0
CUST_02333,16,14,2,0,7.9,3,6,4,1,6,2,4,4,665,500000,0,50000,7,1
CUST_02334,13,8,5,0,10.6,4,8,0,5,4,2,2,2,440,50000,0,250000,45,0
CUST_02335,25,22,1,2,20.6,3,3,0,3,0,0,0,0,1500,50000,50000,75000,3,0
CUST_02336,29,20,7,2,10.2,1,3,1,0,4,0,4,2,98,100000,100000,500000,12,0
CUST_02337,7,4,1,2,28.4,5,0,0,1,3,3,0,0,1483,500000,200000,75000,46,0
CUST_02338,7,1,2,4,4.2,3,5,1,0,4,1,3,0,1296,75000,200000,10000,24,0
CUST_02339,12,10,2,0,28.3,1,5,5,0,0,0,0,4,230,75000,0,25000,46,1
CUST_02340,21,19,1,1,12.9,2,6,1,2,4,2,2,6,990,25000,10000,50000,43,0
CUST_02341,26,19,1,6,16.9,3,6,4,2,5,3,2,2,1455,500000,300000,75000,40,0
CUST_02342,13,5,1,7,19.8,0,2,0,2,0,0,0,0,1124,500000,70000,25000,41,0
CUST_02343,24,20,2,2,22.9,4,1,0,5,4,2,2,1,292,250000,100000,250000,52,0
CUST_02344,25,16,7,2,21.8,5,6,6,3,1,0,1,4,273,50000,20000,500000,29,0
CUST_02345,28,24,1,3,26.2,0,3,1,3,2,0,2,3,672,500000,300000,250000,23,1
CUST_02346,15,10,1,4,27.7,3,2,1,0,4,4,0,1,815,25000,40000,75000,22,0
CUST_02347,22,16,0,6,16.0,4,3,2,3,5,4,1,1,546,50000,600000,100000,4,0
CUST_02348,15,7,7,1,7.6,0,7,3,5,4,4,0,4,680,10000,50000,500000,5,0
CUST_02349,24,17,6,1,29.4,3,7,2,3,6,5,1,1,386,10000,25000,75000,57,0
CUST_02350,15,5,10,0,27.8,3,0,0,2,6,6,0,0,45,500000,0,10000,26,0
CUST_02351,26,21,4,1,25.8,2,7,1,3,0,0,0,1,1126,50000,10000,100000,8,0
CUST_02352,6,1,5,0,14.5,2,0,0,0,1,1,0,0,740,25000,0,75000,37,0
CUST_02353,29,29,0,0,25.2,3,1,1,2,1,1,0,0,67,50000,0,500000,2,1
CUST_02354,17,17,0,0,26.6,4,2,1,1,0,0,0,1,744,25000,0,250000,26,0
CUST_02355,9,9,0,0,0.2,2,3,2,5,6,6,0,3,1159,25000,0,50000,3,1
CUST_02356,22,21,1,0,21.7,3,0,0,1,5,3,2,0,836,500000,0,50000,45,0
CUST_02357,26,22,3,1,11.2,3,0,0,1,4,0,4,0,665,500000,50000,250000,25,0
CUST_02358,18,13,2,3,3.6,0,4,3,3,2,1,1,4,1713,10000,30000,75000,58,1
CUST_02359,25,17,1,7,26.3,2,0,0,0,1,1,0,0,1586,75000,70000,10000,58,0
CUST_02360,30,24,5,1,25.4,4,2,0,2,3,3,0,0,881,100000,10000,500000,39,0
CUST_02361,21,21,0,0,13.2,5,5,2,0,6,3,3,5,836,100000,0,50000,20,0
CUST_02362,22,20,0,2,18.6,5,8,1,5,5,5,0,3,706,500000,200000,75000,50,0
CUST_02363,25,24,0,1,15.2,2,7,0,1,1,1,0,0,1482,25000,50000,100000,57,0
CUST_02364,22,19,1,2,1.8,1,0,0,1,4,2,2,0,1777,25000,20000,25000,54,1
CUST_02365,6,3,3,0,14.6,3,1,0,1,0,0,0,0,1134,100000,0,75000,41,0
CUST_02366,29,23,3,3,11.8,2,0,0,3,4,4,0,0,1614,100000,75000,500000,29,1
CUST_02367,15,11,0,4,26.7,1,4,1,5,4,1,3,4,575,25000,40000,75000,34,0
CUST_02368,28,19,8,1,17.7,0,0,0,2,1,1,0,0,369,500000,25000,10000,27,0
CUST_02369,17,15,0,2,13.7,5,4,4,3,6,5,1,0,1535,100000,100000,500000,33,1
CUST_02370,20,13,3,4,8.2,2,8,7,3,3,0,3,1,1636,50000,40000,100000,48,0
CUST_02371,29,28,0,1,0.6,5,8,6,0,0,0,0,6,1243,250000,10000,100000,12,1
CUST_02372,16,16,0,0,18.1,3,0,0,3,4,0,4,0,1182,250000,0,250000,58,0
CUST_02373,14,4,5,5,0.9,5,8,7,5,6,6,0,3,892,250000,50000,100000,47,0
CUST_02374,20,17,3,0,26.2,4,0,0,0,2,1,1,0,1369,50000,0,75000,19,0
CUST_02375,24,16,7,1,26.1,0,1,0,2,2,0,2,1,1692,500000,10000,250000,4,0
CUST_02376,10,7,3,0,25.9,3,6,5,4,0,0,0,5,81,500000,0,100000,23,0
CUST_02377,12,9,1,2,24.4,4,1,0,2,2,2,0,0,462,75000,20000,500000,19,0
CUST_02378,6,6,0,0,3.3,4,6,0,3,3,0,3,4,828,50000,0,50000,14,0
CUST_02379,10,1,5,4,16.6,2,0,0,3,6,2,4,0,1446,250000,40000,100000,29,0
CUST_02380,18,17,1,0,1.7,5,8,2,1,0,0,0,3,1087,500000,0,250000,8,0
CUST_02381,21,12,8,1,11.2,2,5,3,3,5,5,0,5,206,25000,50000,50000,6,1
CUST_02382,25,22,1,2,24.2,5,1,1,2,0,0,0,0,1357,10000,50000,500000,34,0
CUST_02383,29,25,2,2,2.6,0,4,1,4,6,3,3,2,669,500000,50000,25000,44,0
CUST_02384,17,14,0,3,10.7,0,5,2,3,3,1,2,4,403,250000,75000,50000,31,0
CUST_02385,14,6,8,0,2.9,3,5,1,5,3,1,2,2,779,50000,0,250000,22,0
CUST_02386,13,3,6,4,14.8,0,7,6,5,6,6,0,1,277,75000,40000,100000,34,0
CUST_02387,30,21,0,9,6.2,3,0,0,0,3,2,1,0,361,50000,450000,10000,43,0
CUST_02388,14,11,0,3,10.3,5,7,4,2,4,4,0,1,1090,100000,75000,75000,18,0
CUST_02389,7,2,4,1,13.8,0,2,0,4,3,0,3,2,1489,500000,25000,50000,14,0
CUST_02390,12,11,0,1,16.7,0,1,0,0,5,2,3,0,309,75000,10000,50000,26,0
CUST_02391,24,15,8,1,29.3,3,8,1,0,5,3,2,1,1734,10000,50000,75000,28,0
CUST_02392,28,27,0,1,19.6,5,4,2,0,5,3,2,2,174,25000,100000,500000,11,1
CUST_02393,9,2,5,2,19.8,1,8,2,5,0,0,0,7,38,25000,50000,500000,44,0
CUST_02394,11,7,0,4,17.9,4,4,1,2,6,3,3,2,652,50000,100000,100000,3,0
CUST_02395,27,24,2,1,15.9,4,6,0,3,4,0,4,6,46,500000,25000,75000,17,0
CUST_02396,25,21,2,2,25.4,4,1,0,0,1,1,0,0,498,25000,20000,25000,49,0
CUST_02397,13,6,3,4,27.4,3,6,3,1,1,0,1,4,1398,25000,100000,100000,37,0
CUST_02398,11,5,2,4,18.0,2,0,0,3,5,5,0,0,311,100000,400000,100000,13,0
CUST_02399,20,14,2,4,26.6,5,8,2,0,4,3,1,5,1163,10000,100000,500000,1,0
CUST_02400,10,6,0,4,3.0,2,5,0,2,0,0,0,4,1430,100000,100000,10000,35,0
CUST_02401,17,16,1,0,28.9,3,0,0,4,6,0,6,0,1542,250000,0,50000,31,0
CUST_02402,12,5,5,2,4.3,0,2,1,5,5,3,2,2,292,500000,200000,250000,51,0
CUST_02403,26,19,6,1,24.6,0,8,4,0,4,1,3,0,1267,500000,50000,50000,59,0
CUST_02404,10,1,9,0,21.3,3,0,0,0,3,2,1,0,864,500000,0,75000,37,0
CUST_02405,30,30,0,0,21.6,2,1,0,4,3,3,0,0,480,500000,0,50000,58,0
CUST_02406,8,1,2,5,17.1,0,4,0,5,3,1,2,2,230,25000,50000,50000,21,0
CUST_02407,12,12,0,0,21.5,4,1,1,4,4,0,4,1,471,10000,0,10000,12,0
CUST_02408,9,6,0,3,5.3,1,5,2,0,3,3,0,3,1441,50000,300000,250000,40,1
CUST_02409,7,2,1,4,10.6,3,6,1,4,0,0,0,0,534,10000,40000,25000,47,0
CUST_02410,21,14,4,3,12.8,0,5,5,3,6,6,0,5,191,25000,300000,10000,51,1
CUST_02411,27,26,0,1,27.8,3,2,1,3,2,0,2,0,1069,250000,25000,50000,34,0
CUST_02412,15,12,0,3,28.6,3,7,6,3,0,0,0,1,312,75000,150000,250000,38,0
CUST_02413,15,8,3,4,25.7,5,3,2,5,4,0,4,3,1762,25000,100000,500000,56,0
CUST_02414,20,13,4,3,18.3,3,0,0,2,6,4,2,0,42,75000,30000,100000,13,0
CUST_02415,25,18,7,0,14.7,2,2,0,2,2,0,2,1,201,25000,0,25000,7,0
CUST_02416,25,22,2,1,25.4,5,5,2,4,5,2,3,3,1123,25000,100000,50000,40,0
CUST_02417,16,13,2,1,13.8,2,7,0,3,4,0,4,2,1729,250000,25000,250000,41,0
CUST_02418,30,24,2,4,14.3,1,5,2,0,5,1,4,4,1788,25000,400000,10000,5,1
CUST_02419,10,2,0,8,8.4,2,5,1,0,6,4,2,1,1576,75000,200000,50000,35,0
CUST_02420,21,15,1,5,19.9,5,5,2,3,5,1,4,4,718,250000,125000,10000,55,0
CUST_02421,30,22,5,3,13.7,1,2,2,5,3,3,0,2,964,50000,150000,250000,47,1
CUST_02422,28,18,8,2,17.7,1,7,0,2,2,1,1,0,1173,100000,200000,500000,54,0
CUST_02423,14,6,8,0,7.3,5,1,0,1,0,0,0,0,339,50000,0,75000,28,0
CUST_02424,10,3,1,6,26.6,5,1,0,5,6,3,3,1,1251,500000,150000,500000,35,0
CUST_02425,24,20,1,3,28.1,1,0,0,0,3,0,3,0,196,25000,30000,250000,30,0
CUST_02426,25,20,4,1,25.5,4,4,3,1,2,2,0,0,1128,10000,25000,100000,6,0
CUST_02427,24,18,5,1,15.9,2,6,5,5,3,0,3,1,1538,500000,100000,50000,53,0
CUST_02428,28,20,3,5,27.4,0,2,0,4,4,1,3,2,641,250000,250000,10000,51,0
CUST_02429,30,28,2,0,17.0,4,4,1,0,0,0,0,2,175,250000,0,100000,43,0
CUST_02430,6,5,1,0,25.0,5,3,2,3,4,4,0,2,117,75000,0,100000,46,0
CUST_02431,16,15,0,1,4.6,2,5,0,5,2,1,1,0,531,25000,100000,10000,56,0
CUST_02432,8,7,0,1,27.2,2,6,4,0,6,4,2,0,1441,250000,10000,10000,48,0
CUST_02433,10,6,0,4,28.1,4,8,7,3,4,3,1,7,493,500000,100000,25000,8,0
CUST_02434,25,23,2,0,12.8,4,6,3,1,5,2,3,3,493,500000,0,100000,54,0
CUST_02435,23,14,8,1,28.7,5,6,4,4,2,1,1,2,489,100000,100000,250000,51,0
CUST_02436,17,9,4,4,22.3,5,6,6,3,5,3,2,4,1548,100000,400000,25000,37,0
CUST_02437,19,14,5,0,1.1,4,8,6,3,5,5,0,3,1667,10000,0,50000,1,1
CUST_02438,30,24,5,1,3.2,3,0,0,1,2,2,0,0,1136,100000,50000,10000,55,1
CUST_02439,9,4,2,3,26.6,1,5,5,4,5,4,1,0,1107,25000,75000,25000,22,0
CUST_02440,6,2,0,4,1.1,4,5,5,5,5,5,0,2,798,10000,100000,25000,44,0
CUST_02441,28,23,5,0,10.1,4,1,0,4,6,1,5,0,608,25000,0,250000,1,0
CUST_02442,22,21,0,1,3.9,1,7,0,5,2,1,1,7,372,25000,100000,50000,6,1
CUST_02443,7,2,1,4,19.9,2,6,3,3,2,2,0,1,1633,10000,100000,500000,37,0
CUST_02444,22,21,1,0,28.8,1,0,0,4,6,3,3,0,325,250000,0,10000,47,0
CUST_02445,16,16,0,0,25.4,2,7,4,1,1,0,1,1,699,25000,0,500000,12,0
CUST_02446,25,22,2,1,19.1,3,2,0,3,2,1,1,0,1691,75000,25000,250000,45,0
CUST_02447,15,6,7,2,28.7,3,7,7,1,1,0,1,1,712,100000,20000,100000,1,0
CUST_02448,9,3,4,2,16.6,1,1,1,5,2,1,1,0,457,10000,100000,75000,31,0
CUST_02449,9,3,5,1,12.3,1,5,0,2,0,0,0,5,1331,500000,100000,250000,41,0
CUST_02450,16,14,1,1,27.0,5,7,5,4,2,2,0,4,1405,75000,10000,250000,45,1
CUST_02451,9,0,4,5,9.7,5,3,2,3,1,0,1,3,460,50000,50000,500000,53,0
CUST_02452,11,4,6,1,22.6,4,5,4,0,3,2,1,2,663,100000,50000,250000,48,0
CUST_02453,24,15,0,9,14.7,3,0,0,0,1,0,1,0,421,50000,450000,10000,30,0
CUST_02454,30,28,1,1,25.5,3,6,0,2,5,0,5,2,1384,100000,25000,50000,38,0
CUST_02455,29,19,10,0,27.2,3,2,1,3,5,1,4,2,1357,250000,0,250000,29,0
CUST_02456,8,6,1,1,3.3,5,3,2,0,3,1,2,0,986,25000,100000,500000,24,0
CUST_02457,20,10,7,3,8.7,3,8,6,1,1,0,1,3,1231,100000,30000,75000,5,1
CUST_02458,27,26,0,1,22.9,4,3,0,4,0,0,0,1,516,100000,50000,250000,7,0
CUST_02459,17,8,9,0,27.5,4,6,3,4,0,0,0,1,307,10000,0,25000,27,0
CUST_02460,13,7,1,5,5.3,1,3,0,0,3,1,2,1,830,250000,250000,50000,52,0
CUST_02461,6,5,0,1,5.3,3,0,0,3,5,3,2,0,1477,250000,100000,10000,56,0
CUST_02462,21,15,4,2,10.5,0,5,1,3,6,5,1,0,675,250000,20000,250000,22,0
CUST_02463,21,13,2,6,19.0,1,0,0,4,3,1,2,0,43,25000,600000,100000,48,0
CUST_02464,30,27,0,3,4.8,3,2,2,4,5,0,5,1,1400,500000,75000,500000,55,0
CUST_02465,29,27,2,0,24.0,3,3,0,1,4,2,2,0,313,50000,0,10000,34,0
CUST_02466,17,17,0,0,18.9,0,4,3,2,1,0,1,3,1023,100000,0,250000,58,1
CUST_02467,29,21,0,8,22.9,2,3,1,1,4,0,4,0,199,75000,800000,50000,30,0
CUST_02468,24,22,2,0,25.1,5,2,0,5,4,4,0,1,954,25000,0,75000,20,0
CUST_02469,22,13,5,4,22.3,2,8,4,3,2,2,0,4,58,250000,100000,75000,30,0
CUST_02470,8,5,3,0,26.2,1,8,1,0,4,0,4,2,1437,75000,0,50000,39,0
CUST_02471,11,3,2,6,8.7,1,5,2,2,1,0,1,3,1733,500000,600000,50000,13,0
CUST_02472,6,4,1,1,18.2,3,6,3,1,1,0,1,5,560,100000,100000,100000,52,0
CUST_02473,12,5,7,0,5.1,1,2,1,0,2,0,2,0,767,10000,0,10000,5,0
CUST_02474,24,23,0,1,28.2,2,5,0,0,2,1,1,2,1096,75000,100000,50000,25,0
CUST_02475,5,3,1,1,20.7,4,7,2,3,4,2,2,1,1239,75000,10000,500000,36,0
CUST_02476,29,19,6,4,13.2,2,1,1,5,3,2,1,1,630,25000,100000,100000,52,0
CUST_02477,19,17,2,0,9.4,5,5,0,2,3,3,0,2,1575,25000,0,10000,57,0
CUST_02478,12,5,3,4,7.8,0,4,2,5,4,0,4,1,757,50000,200000,75000,42,0
CUST_02479,12,10,1,1,8.3,1,7,1,0,2,0,2,6,583,50000,100000,100000,5,1
CUST_02480,14,8,5,1,7.0,3,3,3,2,1,1,0,2,272,250000,100000,250000,8,1
CUST_02481,22,17,3,2,25.0,3,6,6,0,1,0,1,6,64,25000,20000,500000,43,1
CUST_02482,10,7,1,2,24.4,2,2,2,4,6,5,1,2,1045,500000,100000,10000,0,1
CUST_02483,7,1,5,1,13.4,5,4,1,4,1,1,0,2,35,75000,10000,250000,41,0
CUST_02484,29,20,6,3,14.4,3,2,0,3,4,1,3,0,1090,50000,75000,75000,31,0
CUST_02485,6,0,3,3,12.4,0,0,0,0,2,1,1,0,564,100000,75000,250000,55,0
CUST_02486,26,22,1,3,24.7,0,0,0,3,0,0,0,0,1558,75000,75000,10000,35,0
CUST_02487,24,14,6,4,1.4,5,8,4,1,3,3,0,3,1295,100000,200000,500000,47,1
CUST_02488,19,11,4,4,28.9,5,1,0,5,5,4,1,1,495,10000,40000,75000,49,0
CUST_02489,25,20,3,2,8.5,1,0,0,0,0,0,0,0,191,10000,200000,250000,51,1
CUST_02490,25,20,3,2,0.5,0,2,2,1,1,0,1,0,315,250000,50000,250000,9,1
CUST_02491,18,16,2,0,15.6,1,0,0,1,5,4,1,0,396,25000,0,500000,50,0
CUST_02492,14,9,4,1,21.2,1,6,4,0,1,1,0,1,1405,25000,25000,50000,19,0
CUST_02493,10,9,0,1,18.2,0,0,0,3,1,0,1,0,813,500000,10000,25000,8,0
CUST_02494,27,19,1,7,26.3,4,4,0,0,5,3,2,0,1050,75000,70000,50000,11,0
CUST_02495,9,0,1,8,3.9,5,5,1,2,3,0,3,2,1286,10000,400000,25000,15,0
CUST_02496,25,24,0,1,5.9,3,1,1,2,5,1,4,0,1317,50000,50000,10000,43,0
CUST_02497,5,5,0,0,22.3,4,3,0,5,2,1,1,0,349,75000,0,250000,2,0
CUST_02498,9,3,5,1,16.9,3,3,2,0,0,0,0,2,1003,75000,25000,100000,56,0
CUST_02499,30,29,1,0,14.5,5,2,2,5,1,0,1,0,1578,75000,0,25000,57,0
CUST_02500,17,16,0,1,26.0,4,6,2,2,3,3,0,2,52,50000,100000,100000,5,1
CUST_02501,5,5,0,0,0.2,3,7,6,2,5,3,2,4,627,500000,0,100000,31,1
CUST_02502,18,9,7,2,14.3,2,8,5,3,2,2,0,6,605,100000,200000,100000,9,1
CUST_02503,13,10,2,1,11.7,2,8,6,3,5,4,1,0,623,500000,50000,10000,55,0
CUST_02504,17,10,2,5,19.3,0,0,0,0,0,0,0,0,814,250000,50000,10000,49,0
CUST_02505,9,7,0,2,14.5,2,6,0,5,1,1,0,4,1543,75000,100000,100000,59,0
CUST_02506,19,9,10,0,13.2,2,6,3,5,6,5,1,4,338,250000,0,250000,49,0
CUST_02507,14,9,1,4,19.2,4,8,1,0,2,2,0,5,908,50000,100000,25000,47,0
CUST_02508,13,10,1,2,7.3,4,1,1,0,3,2,1,0,1048,50000,50000,50000,32,0
CUST_02509,18,9,1,8,24.6,2,2,0,4,3,1,2,1,217,50000,80000,10000,4,0
CUST_02510,28,27,1,0,5.9,1,6,3,5,0,0,0,3,365,25000,0,75000,35,1
CUST_02511,6,1,3,2,17.3,5,7,1,2,5,2,3,0,1217,250000,200000,10000,33,0
CUST_02512,12,6,3,3,2.2,2,3,2,4,3,2,1,0,1126,50000,30000,500000,30,1
CUST_02513,28,27,0,1,16.6,3,6,4,3,4,2,2,5,527,500000,100000,50000,56,0
CUST_02514,15,12,2,1,21.9,4,6,1,2,6,6,0,1,1243,50000,10000,10000,17,1
CUST_02515,26,24,1,1,16.4,1,5,0,0,1,1,0,4,1361,100000,50000,100000,20,1
CUST_02516,10,4,4,2,23.2,1,8,0,0,1,1,0,0,1331,250000,50000,100000,14,0
CUST_02517,13,4,9,0,15.5,2,7,7,5,5,0,5,2,595,500000,0,75000,43,0
CUST_02518,23,23,0,0,1.2,0,1,0,1,6,2,4,1,862,100000,0,100000,39,0
CUST_02519,23,23,0,0,5.9,5,1,1,2,5,5,0,1,1396,25000,0,75000,4,1
CUST_02520,17,8,0,9,13.5,2,4,2,4,4,1,3,4,389,75000,225000,50000,49,0
CUST_02521,5,4,0,1,24.4,5,4,0,3,2,2,0,1,1052,25000,10000,100000,54,0
CUST_02522,11,4,7,0,5.8,2,1,1,0,0,0,0,0,1276,10000,0,10000,48,0
CUST_02523,12,2,1,9,23.6,4,2,0,3,2,0,2,0,1253,25000,900000,500000,28,0
CUST_02524,12,7,2,3,9.6,2,7,4,5,6,5,1,4,340,50000,300000,500000,13,1
CUST_02525,24,21,3,0,20.2,1,8,8,4,6,0,6,4,444,250000,0,25000,24,0
CUST_02526,13,8,2,3,22.5,4,3,3,3,2,2,0,3,105,100000,30000,100000,57,0
CUST_02527,21,12,6,3,6.2,4,6,2,3,6,1,5,1,399,100000,30000,10000,40,0
CUST_02528,30,21,6,3,29.6,3,5,0,1,6,0,6,0,1032,500000,30000,50000,10,0
CUST_02529,28,24,4,0,18.2,4,4,1,3,4,3,1,4,1673,50000,0,50000,59,0
CUST_02530,19,18,1,0,24.7,0,7,1,4,5,4,1,2,1473,500000,0,100000,41,0
CUST_02531,19,16,2,1,7.5,2,8,0,1,6,1,5,7,356,75000,10000,10000,37,0
CUST_02532,26,16,2,8,21.1,5,6,2,2,5,2,3,6,185,500000,200000,10000,29,0
CUST_02533,9,9,0,0,0.2,2,6,2,4,3,3,0,3,1797,10000,0,25000,30,1
CUST_02534,25,17,6,2,7.2,3,6,1,4,0,0,0,1,723,25000,100000,100000,22,0
CUST_02535,8,5,2,1,11.4,5,5,3,4,0,0,0,3,1430,500000,50000,250000,26,0
CUST_02536,25,25,0,0,4.0,3,8,3,1,5,2,3,6,1620,25000,0,10000,21,1
CUST_02537,15,5,0,10,17.9,3,2,2,5,2,1,1,1,1104,100000,500000,75000,30,0
CUST_02538,11,5,0,6,6.7,2,6,4,4,6,2,4,3,53,500000,300000,10000,20,0
CUST_02539,14,12,0,2,3.9,4,8,3,5,5,4,1,4,150,75000,100000,75000,57,1
CUST_02540,15,9,5,1,15.3,1,5,4,2,3,1,2,0,1553,75000,25000,25000,11,0
CUST_02541,26,26,0,0,27.3,4,5,0,5,0,0,0,2,1189,100000,0,100000,0,0
CUST_02542,15,13,2,0,5.4,4,0,0,0,1,0,1,0,474,500000,0,75000,49,0
CUST_02543,5,4,1,0,22.2,1,4,2,1,2,2,0,1,1129,10000,0,10000,52,0
